page_no,line,is_paragraph_end,is_heading,is_header,is_footer,is_bullet_head,is_bullet_body,is_image_caption,is_table_caption,is_table_content,is_toc,is_toc_heading,is_page_no,is_doc_title,pdf_attribute
2,"aDivision  of  Pathology,  ICAR-Indian  Veterinary  Research  Institute,  Izatnagar,  Bareilly-  243  122,",0,0,0,0,0,0,0,0,0,0,0,0,0,"('aDivision  of  Pathology,  ICAR-Indian  Veterinary  Research  Institute,  Izatnagar,  Bareilly-  243  122,', 'TimesNewRomanPSMT', 10.035359999999969, (72.024, 593.75536, 526.16176, 604.92328), True, False, 2, 841.92, 595.32)"
2,"Uttar Pradesh, India.",0,0,0,0,0,0,0,0,0,0,0,0,0,"('Uttar Pradesh, India.', 'TimesNewRomanPSMT', 10.035359999999969, (72.024, 579.83536, 165.85999999999999, 589.87072), True, False, 2, 841.92, 595.32)"
2,"bDivision  of  Surgery,  ICAR-Indian  Veterinary  Research  Institute,  Izatnagar,  Bareilly-  243  122,  Uttar",0,0,0,0,0,0,0,0,0,0,0,0,0,"('bDivision  of  Surgery,  ICAR-Indian  Veterinary  Research  Institute,  Izatnagar,  Bareilly-  243  122,  Uttar', 'TimesNewRomanPSMT', 10.035359999999969, (72.024, 559.88536, 526.1584, 571.05328), True, False, 2, 841.92, 595.32)"
2,"Pradesh, India.",0,0,0,0,0,0,0,0,0,0,0,0,0,"('Pradesh, India.', 'TimesNewRomanPSMT', 10.035359999999969, (72.024, 545.96536, 137.42, 556.00072), True, False, 2, 841.92, 595.32)"
2,"cDepartment  of  Veterinary  Microbiology  and  Immunology, College  of  Veterinary  Sciences,  Uttar",0,0,0,0,0,0,0,0,0,0,0,0,0,"('cDepartment  of  Veterinary  Microbiology  and  Immunology, College  of  Veterinary  Sciences,  Uttar', 'TimesNewRomanPSMT', 10.035359999999969, (72.024, 526.04536, 526.16368, 537.2132799999999), True, False, 2, 841.92, 595.32)"
2,Pradesh  Pandit  Deen  Dayal  Upadhyaya  Pashu  Chikitsa  Vigyan  Vishwavidyalaya  Evam  Go,0,0,0,0,0,0,0,0,0,0,0,0,0,"('Pradesh  Pandit  Deen  Dayal  Upadhyaya  Pashu  Chikitsa  Vigyan  Vishwavidyalaya  Evam  Go', 'TimesNewRomanPSMT', 10.035359999999969, (72.024, 512.12536, 526.02392, 522.16072), True, False, 2, 841.92, 595.32)"
2,"Anusandhan Sansthan (DUVASU), Mathura, India -281001, India.",0,0,0,0,0,0,0,0,0,0,0,0,0,"('Anusandhan Sansthan (DUVASU), Mathura, India -281001, India.', 'TimesNewRomanPSMT', 10.035359999999969, (72.024, 498.20536, 371.11, 508.24071999999995), True, False, 2, 841.92, 595.32)"
2,"dDivision  of  Biological  Standardization,  ICAR-Indian  Veterinary  Research  Institute,  Izatnagar,",0,0,0,0,0,0,0,0,0,0,0,0,0,"('dDivision  of  Biological  Standardization,  ICAR-Indian  Veterinary  Research  Institute,  Izatnagar,', 'TimesNewRomanPSMT', 10.035359999999969, (72.024, 478.28536, 525.9778399999999, 489.45328), True, False, 2, 841.92, 595.32)"
2,"Bareilly- 243 122, Uttar Pradesh, India.",0,0,0,0,0,0,0,0,0,0,0,0,0,"('Bareilly- 243 122, Uttar Pradesh, India.', 'TimesNewRomanPSMT', 10.035359999999969, (72.024, 464.36536, 248.92999999999998, 474.40072), True, False, 2, 841.92, 595.32)"
2,"eCenter  of  Research  Excellence  on  Therapeutic  Proteins  and  Antibody  Engineering,  Department  of",0,0,0,0,0,0,0,0,0,0,0,0,0,"('eCenter  of  Research  Excellence  on  Therapeutic  Proteins  and  Antibody  Engineering,  Department  of', 'TimesNewRomanPSMT', 10.035359999999969, (72.024, 444.56536, 525.8078399999996, 455.73328000000004), True, False, 2, 841.92, 595.32)"
2,"Parasitology, Faculty of Medicine Siriraj Hospital, Mahidol University, Bangkok 10700, Thailand.",0,0,0,0,0,0,0,0,0,0,0,0,0,"('Parasitology, Faculty of Medicine Siriraj Hospital, Mahidol University, Bangkok 10700, Thailand.', 'TimesNewRomanPSMT', 10.035359999999969, (72.024, 430.64536, 509.62, 440.68071999999995), True, False, 2, 841.92, 595.32)"
2,"fSemillero de Zoonosis, Grupo de Investigación BIOECOS, Fundación Universitaria Autónoma de las",0,0,0,0,0,0,0,0,0,0,0,0,0,"('fSemillero de Zoonosis, Grupo de Investigación BIOECOS, Fundación Universitaria Autónoma de las', 'TimesNewRomanPSMT', 10.035359999999969, (72.024, 410.72536, 525.8951999999996, 421.89328), True, False, 2, 841.92, 595.32)"
2,"Américas, Sede Pereira, Pereira, Risaralda, Colombia.",0,0,0,0,0,0,0,0,0,0,0,0,0,"('Américas, Sede Pereira, Pereira, Risaralda, Colombia.', 'TimesNewRomanPSMT', 10.035359999999969, (72.024, 396.80536, 313.01, 406.84072), True, False, 2, 841.92, 595.32)"
2,"gPublic  Health  and  Infection  Research  Group,  Faculty  of  Health  Sciences,  Universidad  Tecnologica",0,0,0,0,0,0,0,0,0,0,0,0,0,"('gPublic  Health  and  Infection  Research  Group,  Faculty  of  Health  Sciences,  Universidad  Tecnologica', 'TimesNewRomanPSMT', 10.035359999999969, (72.024, 376.86536, 526.1799599999999, 388.03328), True, False, 2, 841.92, 595.32)"
2,"de Pereira, Pereira, Colombia.",0,0,0,0,0,0,0,0,0,0,0,0,0,"('de Pereira, Pereira, Colombia.', 'TimesNewRomanPSMT', 10.035359999999969, (72.024, 362.94536, 207.41, 372.98071999999996), True, False, 2, 841.92, 595.32)"
2,"hLatin  American  Network  of  Coronavirus  Disease  2019-COVID-19  Research  (LANCOVID-19),",0,0,0,0,0,0,0,0,0,0,0,0,0,"('hLatin  American  Network  of  Coronavirus  Disease  2019-COVID-19  Research  (LANCOVID-19),', 'TimesNewRomanPSMT', 10.035359999999969, (72.024, 343.02536000000003, 526.16944, 354.19328), True, False, 2, 841.92, 595.32)"
2,"Pereira, Risaralda, Colombia.",0,0,0,0,0,0,0,0,0,0,0,0,0,"('Pereira, Risaralda, Colombia.', 'TimesNewRomanPSMT', 10.035359999999969, (72.024, 329.10536, 204.64999999999998, 339.14072), True, False, 2, 841.92, 595.32)"
2,"iGrupo de Investigación Biomedicina, Faculty of Medicine, Fundación Universitaria Autónoma de las",0,0,0,0,0,0,0,0,0,0,0,0,0,"('iGrupo de Investigación Biomedicina, Faculty of Medicine, Fundación Universitaria Autónoma de las', 'TimesNewRomanPSMT', 10.035359999999969, (72.024, 309.18536, 526.1430399999999, 320.35328), True, False, 2, 841.92, 595.32)"
2,"Americas, Pereira, Risaralda, Colombia.",0,0,0,0,0,0,0,0,0,0,0,0,0,"('Americas, Pereira, Risaralda, Colombia.', 'TimesNewRomanPSMT', 10.035359999999969, (72.024, 295.26536, 252.29, 305.30071999999996), True, False, 2, 841.92, 595.32)"
2,,0,0,0,0,0,0,0,0,0,0,0,0,0,"('', 'TimesNewRomanPSMT', 6.326639999999998, (72.024, 280.18664, 73.764, 286.51328), True, False, 2, 841.92, 595.32)"
2,Corresponding Author(s):,0,0,0,0,0,0,0,0,0,0,0,0,0,"('Corresponding Author(s):', 'TimesNewRomanPS-BoldMT', 9.858720000000005, (72.024, 255.42536, 203.45, 265.28408), True, False, 2, 841.92, 595.32)"
2,"Yashpal  Singh  Malik,  PhD  (malikyps@gmail.com),  Division  of  Biological  Standardization,  ICAR-",0,0,0,0,0,0,0,0,0,0,0,0,0,"('Yashpal  Singh  Malik,  PhD  (malikyps@gmail.com),  Division  of  Biological  Standardization,  ICAR-', 'TimesNewRomanPSMT', 10.035359999999997, (72.024, 235.50536, 523.54, 245.54072), True, False, 2, 841.92, 595.32)"
2,"Indian Veterinary Research Institute, Izatnagar 243122, Bareilly, Uttar Pradesh, India.",0,0,0,0,0,0,0,0,0,0,0,0,0,"('Indian Veterinary Research Institute, Izatnagar 243122, Bareilly, Uttar Pradesh, India.', 'TimesNewRomanPSMT', 10.035359999999997, (72.024, 221.58536, 454.3, 231.62072), True, False, 2, 841.92, 595.32)"
2,"Alfonso  J  Rodriguez-Morales,  HonDSc  (arodriguezm@utp.edu.co),  Public  Health  and  Infection",0,0,0,0,0,0,0,0,0,0,0,0,0,"('Alfonso  J  Rodriguez-Morales,  HonDSc  (arodriguezm@utp.edu.co),  Public  Health  and  Infection', 'TimesNewRomanPSMT', 10.035359999999997, (72.024, 201.63536000000002, 526.078, 211.67072000000002), True, False, 2, 841.92, 595.32)"
2,"Research Group, Faculty of Health Sciences, Universidad Tecnologica de Pereira, Pereira, Colombia.",0,0,0,0,0,0,0,0,0,0,0,0,0,"('Research Group, Faculty of Health Sciences, Universidad Tecnologica de Pereira, Pereira, Colombia.', 'TimesNewRomanPSMT', 10.035359999999997, (72.024, 187.71536, 521.38, 197.75072), True, False, 2, 841.92, 595.32)"
2,,0,0,0,0,0,0,0,0,0,0,0,0,0,"('', 'TimesNewRomanPS-BoldMT', 9.858720000000005, (72.024, 167.79536000000002, 74.784, 177.65408000000002), True, False, 2, 841.92, 595.32)"
2,Short title: COVID-19.,0,0,0,0,0,0,0,0,0,0,0,0,0,"('Short title: COVID-19.', 'TimesNewRomanPS-BoldMT', 10.908000000000015, (72.024, 146.82799999999997, 190.7, 157.736), False, False, 2, 841.92, 595.32)"
2,,0,0,0,0,0,0,0,0,0,0,0,0,0,"('', 'TimesNewRomanPSMT', 10.908000000000001, (72.024, 125.70800000000001, 75.024, 136.616), True, False, 2, 841.92, 595.32)"
2,"Words Count: 18,301 | Summary: 249 | References: 330 | Tables:2 | Figures: 7",0,0,0,0,0,0,0,0,0,0,0,0,0,"('Words Count: 18,301 | Summary: 249 | References: 330 | Tables:2 | Figures: 7', 'TimesNewRomanPS-BoldMT', 10.715999999999994, (72.024, 104.468, 471.7, 115.184), True, False, 2, 841.92, 595.32)"
2,,0,0,0,0,0,0,0,0,0,0,0,0,0,"('', 'BCDEEE+Calibri', 11.04, (72.024, 35.4, 74.51904, 46.44), True, False, 2, 841.92, 595.32)"
2,(c)  2020 by the author(s). Distributed under a Creative Commons CC BY license.,0,0,0,0,0,0,0,0,0,0,0,0,0,"('(c)  2020 by the author(s). Distributed under a Creative Commons CC BY license.', 'Helvetica', 10.404, (65.0, 7.377, 385.752, 17.781), True, False, 2, 841.92, 595.32)"
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"('1', 'BCDEEE+Calibri', 11.04, (517.9, 48.864000000000004, 525.91504, 59.904), True, False, 2, 841.92, 595.32)"
3,Preprints (www.preprints.org)  |  NOT PEER-REVIEWED  |  Posted: 13 April 2020                   doi:10.20944/preprints202003.0001.v2,0,0,0,0,0,0,0,0,0,0,0,0,0,"('Preprints (www.preprints.org)  |  NOT PEER-REVIEWED  |  Posted: 13 April 2020                   doi:10.20944/preprints202003.0001.v2', 'Helvetica-Bold', 10.710000000000036, (8.0, 825.2969999999999, 556.7470000000001, 836.007), False, False, 3, 841.92, 595.32)"
3,Summary,0,0,0,0,0,0,0,0,0,0,0,0,0,"('Summary', 'TimesNewRomanPS-BoldMT', 10.716000000000008, (272.33, 750.148, 325.99, 760.864), True, False, 3, 841.92, 595.32)"
3,"In  the  past  decades,  several  new  diseases  have  emerged  in  new  geographical  areas,  with",0,0,0,0,0,0,0,0,0,0,0,0,0,"('In  the  past  decades,  several  new  diseases  have  emerged  in  new  geographical  areas,  with', 'TimesNewRomanPSMT', 10.908000000000015, (72.024, 729.028, 526.0559999999998, 739.936), True, False, 3, 841.92, 595.32)"
3,"pathogens including Ebola, Zika, Nipah, and coronaviruses (CoVs). Recently, a new type of",0,0,0,0,0,0,0,0,0,0,0,0,0,"('pathogens including Ebola, Zika, Nipah, and coronaviruses (CoVs). Recently, a new type of', 'TimesNewRomanPSMT', 10.908000000000015, (72.024, 713.068, 526.246, 723.976), True, False, 3, 841.92, 595.32)"
3,"viral infection has emerged in Wuhan City, China, and initial genomic sequencing data of this",0,0,0,0,0,0,0,0,0,0,0,0,0,"('viral infection has emerged in Wuhan City, China, and initial genomic sequencing data of this', 'TimesNewRomanPSMT', 10.908000000000015, (72.024, 697.2280000000001, 526.1999999999999, 708.1360000000001), True, False, 3, 841.92, 595.32)"
3,"virus does not match with previously sequenced CoVs, suggesting a novel CoV strain (2019-",0,0,0,0,0,0,0,0,0,0,0,0,0,"('virus does not match with previously sequenced CoVs, suggesting a novel CoV strain (2019-', 'TimesNewRomanPSMT', 10.908000000000015, (72.024, 681.388, 523.456, 692.296), True, False, 3, 841.92, 595.32)"
3,"nCoV),  which  has  now  been  termed  as  severe  acute  respiratory  syndrome  CoV-2  (SARS-",0,0,0,0,0,0,0,0,0,0,0,0,0,"('nCoV),  which  has  now  been  termed  as  severe  acute  respiratory  syndrome  CoV-2  (SARS-', 'TimesNewRomanPSMT', 10.908000000000015, (72.024, 665.548, 523.456, 676.456), True, False, 3, 841.92, 595.32)"
3,CoV-2). Although  Coronavirus disease 2019 (COVID-19) is  suspected to originate from  an,0,0,0,0,0,0,0,0,0,0,0,0,0,"('CoV-2). Although  Coronavirus disease 2019 (COVID-19) is  suspected to originate from  an', 'TimesNewRomanPSMT', 10.908000000000015, (72.024, 649.588, 526.2940000000001, 660.496), True, False, 3, 841.92, 595.32)"
3,"animal  host  (zoonotic  origin)  followed  by  human-to-human  transmission,  the  possibility  of",0,0,0,0,0,0,0,0,0,0,0,0,0,"('animal  host  (zoonotic  origin)  followed  by  human-to-human  transmission,  the  possibility  of', 'TimesNewRomanPSMT', 10.908000000000015, (72.024, 633.748, 526.2940000000001, 644.6560000000001), True, False, 3, 841.92, 595.32)"
3,other routes such as food-borne transmission should not be ruled out. Compared to diseases,0,0,0,0,0,0,0,0,0,0,0,0,0,"('other routes such as food-borne transmission should not be ruled out. Compared to diseases', 'TimesNewRomanPSMT', 10.908000000000015, (72.024, 617.908, 526.354, 628.816), True, False, 3, 841.92, 595.32)"
3,"caused  by  previously  known  human  CoVs,  COVID-19  shows  less  severe  pathogenesis  but",0,0,0,0,0,0,0,0,0,0,0,0,0,"('caused  by  previously  known  human  CoVs,  COVID-19  shows  less  severe  pathogenesis  but', 'TimesNewRomanPSMT', 10.908000000000015, (72.024, 602.068, 526.258, 612.976), True, False, 3, 841.92, 595.32)"
3,"higher  transmission  competence,  as  is  evident  from  the  continuously  increasing  number  of",0,0,0,0,0,0,0,0,0,0,0,0,0,"('higher  transmission  competence,  as  is  evident  from  the  continuously  increasing  number  of', 'TimesNewRomanPSMT', 10.908000000000015, (72.024, 586.1080000000001, 526.0920000000001, 597.0160000000001), True, False, 3, 841.92, 595.32)"
3,"confirmed  cases  globally.  Compared  to  other  emerging  viruses  such  as  Ebola  virus,  avian",0,0,0,0,0,0,0,0,0,0,0,0,0,"('confirmed  cases  globally.  Compared  to  other  emerging  viruses  such  as  Ebola  virus,  avian', 'TimesNewRomanPSMT', 10.908000000000015, (72.024, 570.238, 526.33, 581.1460000000001), True, False, 3, 841.92, 595.32)"
3,"H7N9,  SARS-CoV,  or  MERS-CoV,  SARS-CoV-2  has  shown  relatively  low  pathogenicity",0,0,0,0,0,0,0,0,0,0,0,0,0,"('H7N9,  SARS-CoV,  or  MERS-CoV,  SARS-CoV-2  has  shown  relatively  low  pathogenicity', 'TimesNewRomanPSMT', 10.908000000000015, (72.024, 554.398, 526.306, 565.306), True, False, 3, 841.92, 595.32)"
3,and  moderate  transmissibility.  Codon  usage  studies  suggest  that  this  novel  virus  may  have,0,0,0,0,0,0,0,0,0,0,0,0,0,"('and  moderate  transmissibility.  Codon  usage  studies  suggest  that  this  novel  virus  may  have', 'TimesNewRomanPSMT', 10.908000000000015, (72.024, 538.558, 526.2260000000001, 549.466), True, False, 3, 841.92, 595.32)"
3,been transferred from  an animal  source such  as bats.  Early diagnosis by real-time PCR and,0,0,0,0,0,0,0,0,0,0,0,0,0,"('been transferred from  an animal  source such  as bats.  Early diagnosis by real-time PCR and', 'TimesNewRomanPSMT', 10.908000000000015, (72.024, 522.5980000000001, 526.348, 533.5060000000001), True, False, 3, 841.92, 595.32)"
3,next-generation sequencing has facilitated the identification of the pathogen at an early stage.,0,0,0,0,0,0,0,0,0,0,0,0,0,"('next-generation sequencing has facilitated the identification of the pathogen at an early stage.', 'TimesNewRomanPSMT', 10.908000000000015, (72.024, 506.75800000000004, 526.0440000000001, 517.666), True, False, 3, 841.92, 595.32)"
3,"Since,  no  antiviral  drug  or  vaccine  exists  to  treat  or  prevent  SARS-CoV-2,  potential",0,0,0,0,0,0,0,0,0,0,0,0,0,"('Since,  no  antiviral  drug  or  vaccine  exists  to  treat  or  prevent  SARS-CoV-2,  potential', 'TimesNewRomanPSMT', 10.907999999999959, (72.024, 490.918, 526.408, 501.82599999999996), True, False, 3, 841.92, 595.32)"
3,therapeutic  strategies  that  are  currently  being  evaluated  predominantly  stem  from  previous,0,0,0,0,0,0,0,0,0,0,0,0,0,"('therapeutic  strategies  that  are  currently  being  evaluated  predominantly  stem  from  previous', 'TimesNewRomanPSMT', 10.907999999999959, (72.024, 475.07800000000003, 526.2620000000001, 485.986), True, False, 3, 841.92, 595.32)"
3,"experience with treating SARS-CoV, MERS-CoV, and other emerging viral diseases. In this",0,0,0,0,0,0,0,0,0,0,0,0,0,"('experience with treating SARS-CoV, MERS-CoV, and other emerging viral diseases. In this', 'TimesNewRomanPSMT', 10.907999999999959, (72.024, 459.118, 526.25, 470.02599999999995), True, False, 3, 841.92, 595.32)"
