overlapping_alternate_questions,"{'alternate': ['When is Thrive Rewards tool open?'], 'primary': 'When will Thrive Rewards Tool open?'}","NetApp HR Bot,Thrive Program,Thrive Rewards",
questions_with_multiple_matched_paths,Should I share the answers to the performance differentiation questions with my employee?,"[matches]-->,NetApp HR Bot,Thrive Program,Performance,[matches]-->,NetApp HR Bot,Thrive Program,Share,[current path]->,NetApp HR Bot,Thrive Program,Performance","share,performance-differentiation-questions,answers,employee"
questions_with_multiple_matched_paths,Why can't I share the answers the performance differentiation questions with my employee?,"[matches]-->,NetApp HR Bot,Thrive Program,Performance,[matches]-->,NetApp HR Bot,Thrive Program,Share,[current path]->,NetApp HR Bot,Thrive Program,Performance","share,performance-differentiation-questions,answers"
questions_with_multiple_matched_paths,Why can't I share the answers to the performance differentiation questions with my employee?,"[matches]-->,NetApp HR Bot,Thrive Program,Performance,[matches]-->,NetApp HR Bot,Thrive Program,Share,[current path]->,NetApp HR Bot,Thrive Program,Performance","share,performance-differentiation-questions,answers"
questions_with_multiple_matched_paths,may i share the performance differentiation answers?,"[matches]-->,NetApp HR Bot,Thrive Program,Performance,[matches]-->,NetApp HR Bot,Thrive Program,Share,[current path]->,NetApp HR Bot,Thrive Program,Performance",performance-differentiation-answers
questions_with_multiple_matched_paths,can i share my performance differentiation questions with employees?,"[matches]-->,NetApp HR Bot,Thrive Program,Performance,[matches]-->,NetApp HR Bot,Thrive Program,Share,[current path]->,NetApp HR Bot,Thrive Program,Performance",
possible_new_nodes,Are there any changes to this year’s Equity program?,"NetApp HR Bot,Thrive Program,Thrive Rewards,Equity Reward,year ’ s,there","program,equity,changes,year-’-s"
possible_new_nodes,Who is eligible for Thrive Rewards Equity?,"NetApp HR Bot,Thrive Program,Thrive Rewards,Equity Reward,eligible,who","Equity,Thrive-Rewards"
possible_new_nodes,Can I go above rewards guidelines for Equity?,"NetApp HR Bot,Thrive Program,Thrive Rewards,Equity Reward,above,can","guidelines,go,rewards,equity"
possible_new_nodes,Do I still need to set goals?,"NetApp HR Bot,Thrive Program,Goals,do,to","need,set,still"
possible_new_nodes,What happens to the goals set in People Central?,"NetApp HR Bot,Thrive Program,Goals,what,the","central,people,set,happens"
possible_new_nodes,"How does NetApp define ""performance""?","NetApp HR Bot,Thrive Program,Performance,does,``","netapp,define"
possible_new_nodes,Should I show employees where they land on the Performance Differentiation tool?,"NetApp HR Bot,Thrive Program,Performance,differentiation,land","performance-differentiation,landed,employees"
possible_new_nodes,Does the Performance Differentiation apply to commission employees?,"NetApp HR Bot,Thrive Program,Performance,commission employees,does","commission,apply,differentiation,performance,employees"
possible_new_nodes,Where can I find the Performance Differentiation tools and reports?,"NetApp HR Bot,Thrive Program,Performance,differentiation,the","performance-differentiation,reports,find,tools"
possible_new_nodes,What happens with my previous performance reviews since we won’t use them going forward?,"NetApp HR Bot,Thrive Program,Performance,’ t use,happens","forward,reviews"
possible_new_nodes,What happens with previous performance reviews for my employees since we won’t use them going forward?,"NetApp HR Bot,Thrive Program,Performance,employees,’ t use",forward
possible_new_nodes,Should I share the answers to the performance differentiation questions with my employee?,"NetApp HR Bot,Thrive Program,Performance,with,the","share,performance-differentiation-questions,answers,employee"
possible_new_nodes,"Can I go above rewards guidelines for Salary, Equity or ICP?","NetApp HR Bot,Thrive Program,Thrive Rewards,equity,salary",rewards-guidelines
possible_new_nodes,What rewards components are a part of Thrive Rewards?,"NetApp HR Bot,Thrive Program,Thrive Rewards,what,part",rewards-components
possible_new_nodes,What is the cut-off date for Thrive Rewards tool?,"NetApp HR Bot,Thrive Program,Thrive Rewards,cut-off date,what","date,tool,cut-off"
possible_new_nodes,What's staying the same with Thrive Rewards?,"NetApp HR Bot,Thrive Program,Thrive Rewards,with,same","staying,thrive-rewards"
possible_new_nodes,What is the Thrive Rewards timeline?,"NetApp HR Bot,Thrive Program,Thrive Rewards,what,the","timeline,date,rewards,Thrive"
possible_new_nodes,Who makes Thrive Rewards decisions?,"NetApp HR Bot,Thrive Program,Thrive Rewards,decisions,makes",
possible_new_nodes,What is NetApp's new Thrive Rewards program?,"NetApp HR Bot,Thrive Program,Thrive Rewards,what,'s","program,rewards,new"
possible_new_nodes,When is Thrive Rewards this year?,"NetApp HR Bot,Thrive Program,Thrive Rewards,year,this",
possible_new_nodes,"Should I show the direct answers? (Almost Always, Often, Sometimes, Rarely)","NetApp HR Bot,Thrive Program,Thrive Rewards,direct answers,sometimes","answer,show"
possible_new_nodes,Do we still collect feedback?,"NetApp HR Bot,Thrive Program,Reflection,do,we","feedback,still,collect"
possible_new_nodes,Are terminated employees eligible for salary rewards,"NetApp HR Bot,Thrive Program,Other,terminate,salary rewards,terminated",salary
possible_new_nodes,"If I terminate, am I still eligible for ICP?","NetApp HR Bot,Thrive Program,Other,terminate,still,for","terminate,eligible,ICP"
possible_new_nodes,Are terminated employees eligible for equity rewards?,"NetApp HR Bot,Thrive Program,Other,terminate,equity rewards,employees","equity,terminated"
possible_new_nodes,What is this year's timeline for entering employee salary?,"NetApp HR Bot,Thrive Program,Thrive Rewards,Salary,year 's timeline,entering","timeline,employee"
possible_new_nodes,Where is the lump sum payment for individual exceeding salary max. guidelines?,"NetApp HR Bot,Thrive Program,Thrive Rewards,Salary,lump sum payment,guidelines","lump-sum-payment,maximum,salary-max,lump"
possible_new_nodes,Who is eligible for Thrive Rewards Salary?,"NetApp HR Bot,Thrive Program,Thrive Rewards,Salary,eligible,who","salary,thrive-rewards"
possible_new_nodes,Can I recommend salary structure above the maximum?,"NetApp HR Bot,Thrive Program,Thrive Rewards,Salary,maximum,above","recommend,maximun,structure"
possible_new_nodes,What can be done for an employee currently below minimum salary?,"NetApp HR Bot,Thrive Program,Thrive Rewards,Salary,currently,below","minimum,employee"
possible_new_nodes,Can I go above rewards guidelines for Salary?,"NetApp HR Bot,Thrive Program,Thrive Rewards,Salary,above,can","guidelines,rewards"
possible_new_nodes,When can my employee expect to see their Salary increase?,"NetApp HR Bot,Thrive Program,Thrive Rewards,Salary,expect,their","increase,employee"
possible_new_nodes,What is Thrive?,"NetApp HR Bot,Thrive Program,what",thrive
possible_new_nodes,What is Thrive Performance?,"NetApp HR Bot,Thrive Program,performance,what",thrive-performance
possible_new_nodes,Am I eligible for Thrive Rewards?,"NetApp HR Bot,Thrive Program,rewards,for",eligible
possible_new_nodes,When does the Rewards Blackout dates begin?,"NetApp HR Bot,Thrive Program,rewards blackout,dates",rewards-blackout
possible_new_nodes,When does the Reflection form open in People Central?,"NetApp HR Bot,Thrive Program,central,people","form,manager,reflection"
possible_new_nodes,When does the Performance Differentiation Tool open in People Central?,"NetApp HR Bot,Thrive Program,performance differentiation tool,open","people,central,performance-differentiation,tool"
possible_new_nodes,When is the Rest of World ICP Payout?,"NetApp HR Bot,Thrive Program,icp payout,rest","global,icp-payout,world"
possible_new_nodes,Why can't I see my employee in the Performance Differentiation Tool – Direct Reports?,"NetApp HR Bot,Thrive Program,performance differentiation tool,reports","performance-differentiation-tool,employee"
possible_new_nodes,"When does Thrive Rewards Tool open in People Central for manager input (Salary, Equity, Promotion Open)?","NetApp HR Bot,Thrive Program,manager input,rewards","equity,central,thrive-rewards-tool,salary,people,manager-input,promotion"
possible_new_nodes,When does thrive rewards Close for C-Staff?,"NetApp HR Bot,Thrive Program,c-staff,close",C-Staff
possible_new_nodes,When does Salary and Promo Changes Take Effect?,"NetApp HR Bot,Thrive Program,changes,effect","salary,promo"
possible_new_nodes,When does ICP Open for manager input in People Central?,"NetApp HR Bot,Thrive Program,manager input,open","manager-input,people,central,icp"
possible_new_nodes,When is the Thrive Rewards eligibility cut-off date?,"NetApp HR Bot,Thrive Program,eligibility cut-off date,rewards","eligibility-date,thrive-rewards,cut-off"
possible_new_nodes,"When does Thrive Rewards letters open in People Central (Salary, Equity and ICP)?","NetApp HR Bot,Thrive Program,central,rewards","equity,thrive-rewards,letters,salary,icp"
possible_new_nodes,When does the Rewards Blackout End in People Central?,"NetApp HR Bot,Thrive Program,rewards blackout,central",rewards-blackout
possible_new_nodes,What is the Performance Differentiation Tool?,"NetApp HR Bot,Thrive Program,performance differentiation tool,what",performance-differentiation-tool
possible_new_nodes,What is a quarterly conversation?,"NetApp HR Bot,Thrive Program,what","quarterly,conversation"
